timestamp,Gesamtertrag,Tagesertrag,Zaehlerstand Bezugszaehler,Zaehlerstand Einspeisezaehler
2025-04-18 09:39:46,2567282.0,295.0,1980711.0,1443572.0
2025-04-18 09:39:56,2567283.0,295.0,1980711.0,1443572.0
2025-04-18 10:32:40,2567573.0,586.0,1980784.0,1443579.0
2025-04-18 10:32:42,2567573.0,586.0,1980784.0,1443579.0
